"playlist_name","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","track.name","track.popularity","year"
"Top Charts 2020",0.681,0.773,-5.749,0.148,0.019,1.28e-06,0.11,0.429,"Hot Stuff",78,2020
"Top Charts 2020",0.697,0.535,-6.504,0.068,0.247,0,0.394,0.594,"One Too Many",78,2020
"Top Charts 2020",0.673,0.704,-8.056,0.218,0.196,0,0.0898,0.372,"Holy (feat. Chance The Rapper)",95,2020
"Top Charts 2020",0.558,0.905,-4.121,0.0414,0.132,0.00055,0.325,0.362,"Colourblind",63,2020
"Top Charts 2020",0.827,0.73,-5.324,0.0934,0.092,1.35e-05,0.258,0.679,"Sweet & Sour (feat. Lauv & Tyga)",76,2020
"Top Charts 2020",0.742,0.751,-6.137,0.0622,0.291,0,0.394,0.175,"Alone With You (HEDEGAARD X Conor Maynard feat. Katie Pearlman)",60,2020
"Top Charts 2020",0.676,0.786,-4.529,0.0478,0.197,0,0.0943,0.483,"Lasting Lover",83,2020
"Top Charts 2020",0.558,0.877,-3.392,0.145,0.274,0,0.162,0.762,"Good Vibes",68,2020
"Top Charts 2020",0.798,0.828,-5.36,0.193,0.0247,2.55e-06,0.121,0.6,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",76,2020
"Top Charts 2020",0.791,0.733,-3.852,0.218,0.0305,0.000169,0.0423,0.913,"Ice Cream (with Selena Gomez)",61,2020
"Top Charts 2020",0.727,0.626,-8.415,0.0726,0.0469,2.58e-05,0.126,0.322,"Be Like That - feat. Swae Lee & Khalid",87,2020
"Top Charts 2020",0.779,0.705,-3.895,0.0344,0.369,7.91e-06,0.124,0.946,"Tick Tock (feat. 24kGoldn)",88,2020
"Top Charts 2020",0.746,0.765,-4.41,0.0993,0.0112,0,0.0936,0.737,"Dynamite",68,2020
"Top Charts 2020",0.611,0.88,-6.571,0.0378,0.000817,1.01e-05,0.0598,0.771,"Year of the Young",59,2020
"Top Charts 2020",0.794,0.706,-6.066,0.0382,0.198,0,0.0536,0.908,"At Least I Had Fun",66,2020
"Top Charts 2020",0.688,0.716,-5.702,0.0385,0.0969,0,0.0989,0.373,"Freak",79,2020
"Top Charts 2020",0.648,0.641,-5.521,0.0389,0.00565,3.63e-06,0.109,0.505,"Who's Laughing Now",64,2020
"Top Charts 2020",0.752,0.636,-5.9,0.109,0.0742,0.00237,0.191,0.56,"Goofy",64,2020
"Top Charts 2020",0.88,0.483,-7.012,0.0504,0.0185,8.75e-06,0.0607,0.827,"Jerusalema (feat. Nomcebo Zikode)",87,2020
"Top Charts 2020",0.729,0.788,-4.832,0.0908,0.0703,0,0.115,0.857,"Say My Name",78,2020
"Top Charts 2020",0.624,0.628,-6.582,0.0408,0.0112,0.0191,0.0814,0.772,"Let Me Move You - From the Netflix film Work It",78,2020
"Top Charts 2020",0.66,0.755,-4.501,0.0469,0.0876,0,0.102,0.862,"NIGHTRIDER",72,2020
"Top Charts 2020",0.789,0.711,-4.248,0.041,0.0332,0,0.0876,0.753,"Take You Dancing",92,2020
"Top Charts 2020",0.75,0.664,-5.908,0.154,0.275,0,0.0632,0.617,"What's Love Got to Do with It",82,2020
"Top Charts 2020",0.712,0.676,-5.965,0.184,0.076,0,0.0669,0.648,"Holiday",77,2020
"Top Charts 2020",0.734,0.874,-3.158,0.0662,0.168,1.14e-05,0.0489,0.905,"Head & Heart (feat. MNEK)",94,2020
"Top Charts 2020",0.783,0.912,-3.713,0.218,0.0238,0,0.339,0.749,"Smile",74,2020
"Top Charts 2020",0.566,0.768,-4.458,0.0312,0.0127,0,0.115,0.638,"Don't You Wanna Play?",62,2020
"Top Charts 2020",0.526,0.818,-5.952,0.0358,0.0587,0,0.333,0.896,"Somebody To You",76,2014
"Top Charts 2020",0.736,0.669,-8.305,0.136,0.107,0,0.224,0.797,"Hello Hello Hello",59,2020
"Top Charts 2020",0.71,0.891,-3.116,0.0749,0.0313,0,0.365,0.705,"Heaven On My Mind (with Sigala)",76,2020
"Top Charts 2020",0.619,0.557,-7.461,0.0433,0.0436,0,0.112,0.378,"My Way",62,2020
"Top Charts 2020",0.758,0.583,-6.361,0.0421,0.18,5.12e-05,0.107,0.797,"Girlfriend",73,2020
"Top Charts 2020",0.581,0.799,-6.66,0.164,0.0419,9.43e-06,0.11,0.662,"Alane",80,2020
"Top Charts 2020",0.894,0.635,-6.929,0.0473,0.193,0.00105,0.0823,0.428,"MAMACITA",83,2020
"Top Charts 2020",0.677,0.766,-6.896,0.0568,0.0219,6.81e-06,0.129,0.198,"Lovefool",84,2020
"Top Charts 2020",0.676,0.525,-5.88,0.028,0.617,0,0.356,0.421,"Mariposa",84,2019
"Top Charts 2020",0.795,0.48,-8.556,0.0688,0.243,0,0.271,0.723,"Savage Love (Laxed - Siren Beat)",79,2020
"Top Charts 2020",0.745,0.534,-10.815,0.102,0.179,0.0399,0.202,0.655,"Shampoo",56,2020
"Top Charts 2020",0.66,0.667,-6.87,0.0474,0.141,5.26e-05,0.107,0.452,"Take Care of You",69,2020
"Top Charts 2020",0.569,0.536,-6.137,0.0819,0.554,0,0.0655,0.656,"Learn To Fly",69,2020
"Top Charts 2020",0.73,0.792,-5.33,0.13,0.0264,0,0.101,0.745,"Dance with Me (feat. Thomas Rhett & Young Thug)",66,2020
"Top Charts 2020",0.708,0.758,-4.453,0.0367,0.0133,1.04e-05,0.394,0.272,"Little Bit Of Love - Indian Summer Remix",66,2020
"Top Charts 2020",0.521,0.877,-5.444,0.0683,0.0132,0.0806,0.0929,0.199,"Together",81,2020
"Top Charts 2020",0.797,0.791,-4.198,0.0432,0.000679,0.00751,0.0678,0.589,"ily (i love you baby) (Topic Remix) [feat. Emilee]",69,2020
"Top Charts 2020",0.871,0.341,-8.932,0.0576,0.0311,0.000124,0.0838,0.612,"Think About Things",72,2020
"Top Charts 2020",0.672,0.855,-3.764,0.0397,0.021,0,0.323,0.646,"Rain On Me (with Ariana Grande)",86,2020
"Top Charts 2020",0.73,0.558,-6.535,0.0786,0.0179,0,0.128,0.618,"Be Okay (with HRVY)",68,2020
"Top Charts 2020",0.756,0.815,-5.122,0.046,0.0578,2e-05,0.387,0.927,"Tangerine Skies",56,2020
"Top Charts 2020",0.696,0.686,-6.113,0.0309,0.262,0,0.174,0.7,"Summer Feelings (feat. Charlie Puth) - From 'SCOOB!' The Album",76,2020
"Top Charts 2020",0.548,0.721,-4.466,0.0472,0.0119,0,0.216,0.594,"On Me (feat. Ava Max)",75,2020
"Top Charts 2020",0.721,0.763,-4.748,0.0382,0.00178,0.000238,0.0945,0.436,"Somebody",52,2020
"Top Charts 2020",0.769,0.479,-5.339,0.0385,0.66,0,0.0914,0.803,"Magic In The Hamptons (feat. Lil Yachty)",80,2018
"Top Charts 2020",0.659,0.801,-4.234,0.0435,0.0636,0,0.341,0.334,"Little Bit Of Love",63,2020
"Top Charts 2020",0.499,0.898,-4.181,0.124,0.124,7.2e-06,0.0832,0.618,"I Don't Know Why",75,2020
"Top Charts 2020",0.571,0.775,-8.608,0.0477,0.00527,8.99e-06,0.156,0.384,"Lovers For The Weekend",61,2020
"Top Charts 2020",0.699,0.645,-5.307,0.078,0.413,0,0.355,0.676,"On My Life",67,2020
"Top Charts 2020",0.633,0.658,-5.824,0.0359,0.0661,0,0.0944,0.369,"Touch the Sky",58,2020
"Top Charts 2020",0.71,0.615,-8.23,0.133,0.0384,0,0.283,0.746,"Look For The Good - Single Version",65,2020
"Top Charts 2020",0.715,0.635,-6.591,0.0791,0.127,0,0.0862,0.39,"Freedom",77,2020
"Top Charts 2020",0.646,0.761,-2.557,0.0385,0.0714,0,0.222,0.472,"I Found You",69,2020
"Top Charts 2020",0.467,0.795,-3.6,0.0687,0.102,0,0.264,0.472,"Hold You Tonight (with Chris Lane)",70,2020
"Top Charts 2020",0.796,0.694,-3.979,0.218,0.164,0,0.0703,0.847,"Broke Boy",61,2020
"Top Charts 2020",0.7,0.904,-4.03,0.0431,0.0531,8.03e-06,0.105,0.347,"Someone",69,2020
"Top Charts 2020",0.654,0.795,-4.419,0.0536,0.178,0,0.19,0.465,"Hold Me Close (feat. Ella Henderson)",72,2020
"Top Charts 2020",0.528,0.833,-6.19,0.0514,0.000414,1.23e-06,0.068,0.46,"Goliath",59,2020
"Top Charts 2020",0.65,0.625,-10.122,0.0359,0.00536,0.000492,0.119,0.296,"I'm Coming",62,2020
"Top Charts 2020",0.732,0.85,-5.999,0.0444,0.114,2.02e-06,0.0388,0.372,"Slow Dance (feat. Ava Max) - Sam Feldt Remix",70,2019
"Top Charts 2020",0.611,0.651,-6.973,0.0587,0.148,1.84e-05,0.105,0.357,"I'll Wait",75,2020
"Top Charts 2020",0.653,0.623,-5.989,0.0938,0.0515,0,0.0869,0.48,"Best Of You (feat. Elle King)",46,2020
"Top Charts 2020",0.702,0.684,-5.669,0.035,0.101,0,0.0646,0.625,"Arms Around Me",58,2020
"Top Charts 2020",0.638,0.688,-4.056,0.0407,0.00775,0,0.126,0.434,"Kings & Queens",71,2020
"Top Charts 2020",0.563,0.583,-7.302,0.031,0.00658,0,0.102,0.525,"YES",59,2020
"Top Charts 2020",0.664,0.561,-7.031,0.0495,0.00261,0,0.0764,0.713,"I Love Me",77,2020
"Top Charts 2020",0.573,0.739,-5.455,0.0581,0.212,0,0.175,0.363,"Drown (feat. Clinton Kane)",77,2020
"Top Charts 2020",0.878,0.48,-7.089,0.0544,0.105,0,0.102,0.83,"Complicated",56,2020
"Top Charts 2020",0.76,0.607,-6.274,0.0964,0.00277,0,0.132,0.709,"The Other Side (from Trolls World Tour)",73,2020
"Top Charts 2020",0.878,0.525,-6.832,0.0578,0.183,0,0.0714,0.694,"Sunday Best",86,2019
"Top Charts 2020",0.718,0.693,-5.375,0.0252,0.07,0,0.132,0.691,"Fingertips",69,2020
"Top Charts 2020",0.58,0.804,-4.618,0.0279,0.0304,0.00359,0.105,0.137,"Never Felt A Love Like This (with Hook N Sling) [feat. Dotan]",66,2020
"Top Charts 2020",0.745,0.555,-6.806,0.052,0.6,2.08e-05,0.262,0.673,"Blue Jeans",1,2020
"Top Charts 2020",0.646,0.617,-4.937,0.0349,0.323,0,0.0939,0.459,"This is the Place",63,2020
"Top Charts 2020",0.852,0.698,-7.206,0.0629,0.00839,1.03e-06,0.0773,0.324,"What A Man Gotta Do",83,2020
"Top Charts 2020",0.503,0.754,-3.634,0.0424,0.264,5.85e-05,0.297,0.597,"2 Hearts (feat. Gia Koka)",72,2020
"Top Charts 2020",0.685,0.75,-4.818,0.0837,0.0436,0,0.272,0.688,"Kiss Somebody",64,2020
"R&B",0.744,0.722,-5.14,0.0778,0.223,0,0.096,0.393,"Bad Intentions",0,2016
"R&B",0.626,0.596,-5.926,0.127,0.05,0,0.262,0.312,"Lullaby",0,2016
"R&B",0.54,0.499,-8.73,0.0544,0.519,0,0.157,0.316,"Crazy in Love",67,2014
"R&B",0.654,0.578,-6.897,0.218,0.546,0,0.112,0.233,"Best Mistake",0,2014
"R&B",0.568,0.495,-8.964,0.0299,0.353,0,0.0839,0.303,"One Sweet Day",69,1995
"R&B",0.422,0.712,-5.907,0.1,0.273,0,0.051,0.471,"Halo",74,2008
"R&B",0.303,0.384,-7.342,0.0339,0.381,5.14e-06,0.0661,0.261,"1+1",58,2011
"R&B",0.371,0.84,-6.021,0.218,0.284,4.79e-06,0.135,0.228,"I Care",54,2011
"R&B",0.51,0.627,-6.59,0.0336,0.431,0,0.0927,0.234,"I Was Here",60,2011
"R&B",0.336,0.424,-7.203,0.0353,0.503,0,0.273,0.159,"Broken-Hearted Girl",36,2008
"R&B",0.35,0.403,-9.57,0.0279,0.786,0,0.12,0.201,"Ave Maria",34,2008
"R&B",0.572,0.429,-8.974,0.0271,0.192,0,0.263,0.103,"Smash Into You",32,2008
"R&B",0.694,0.825,-5.986,0.111,0.0895,1.86e-05,0.0618,0.788,"Sweet Dreams",44,2008
"R&B",0.447,0.694,-4.637,0.218,0.0293,5.46e-06,0.167,0.509,"Irreplaceable",73,2007
"R&B",0.697,0.467,-7.536,0.0715,0.248,0,0.0941,0.572,"Take A Bow",0,2008
"R&B",0.532,0.677,-3.912,0.0367,0.0225,5.74e-06,0.263,0.21,"Who You Are",63,2011
"R&B",0.266,0.127,-15.417,0.0339,0.884,0.391,0.0957,0.0754,"To Build A Home",0,2007
"R&B",0.842,0.476,-7.918,0.0626,0.0263,0,0.0865,0.767,"We Belong Together",0,2005
"R&B",0.403,0.48,-7.79,0.0975,0.869,2.72e-06,0.111,0.253,"Not Like The Movies",38,2010
"R&B",0.539,0.515,-8.936,0.0305,0.402,0.000456,0.222,0.218,"The Power Of Love - Radio Edit",0,1990
"R&B",0.62,0.504,-7.26,0.0301,0.669,0,0.11,0.266,"I'm Your Angel (with Céline Dion)",50,1996
"R&B",0.581,0.717,-4.433,0.0318,0.0298,0.000186,0.243,0.316,"Need You Now",72,2010
"R&B",0.421,0.418,-6.168,0.0249,0.644,0,0.172,0.113,"Hallelujah",52,2009
"R&B",0.788,0.585,-4.884,0.0559,0.298,0,0.346,0.84,"Bye Bye",0,2008
"R&B",0.643,0.567,-6.893,0.0475,0.124,0,0.125,0.118,"Skin",36,2010
"R&B",0.696,0.784,-3.932,0.0788,0.00591,0,0.0834,0.753,"Circle The Drain",37,2010
"R&B",0.306,0.214,-12.518,0.0356,0.844,5.3e-06,0.0839,0.108,"I Will Always Love You",77,1992
"R&B",0.466,0.759,-4.978,0.199,0.0521,0,0.0587,0.328,"No Air (feat. Chris Brown)",1,2007
"R&B",0.638,0.656,-5.886,0.0357,0.188,0,0.146,0.225,"Bleeding Love",78,2007
"R&B",0.584,0.7,-4.251,0.0506,0.512,2.43e-05,0.13,0.549,"Better in Time",70,2007
"R&B",0.593,0.352,-4.483,0.0294,0.662,0,0.108,0.437,"Escape - Acoustic",0,2017
"R&B",0.581,0.64,-5.633,0.218,0.412,0,0.225,0.402,"Personal",0,2014
"R&B",0.721,0.644,-6.395,0.0401,0.0372,0,0.128,0.516,"Who Am I Living For?",37,2010
"R&B",0.484,0.439,-5.995,0.0336,0.556,0,0.251,0.157,"The Voice Within",58,2002
"R&B",0.63,0.504,-6.152,0.0334,0.0953,0,0.308,0.487,"If I Were a Boy",70,2008
"R&B",0.48,0.486,-5.754,0.0447,0.046,0,0.107,0.265,"Russian Roulette",0,2009
"R&B",0.497,0.387,-9.309,0.0293,0.755,0,0.123,0.191,"Hero",0,1993
"R&B",0.613,0.634,-3.472,0.0339,0.0178,0,0.0639,0.37,"Battlefield",61,2009
"R&B",0.435,0.567,-3.959,0.0279,0.624,3.32e-06,0.0936,0.0987,"Beautiful",45,2008
"R&B",0.756,0.619,-4.37,0.0313,0.0825,0,0.262,0.521,"I Hate This Part",0,2008
"R&B",0.72,0.609,-6.272,0.0573,0.185,0,0.335,0.488,"Hush Hush - Original Version",0,2008
"R&B",0.467,0.586,-3.942,0.0357,0.218,0,0.12,0.318,"California King Bed",66,2010
"R&B",0.576,0.443,-7.477,0.0754,0.00923,1.88e-06,0.124,0.452,"Expectations",65,2018
"R&B",0.576,0.526,-8.524,0.0325,0.323,2.01e-06,0.0548,0.147,"Without You",71,1993
"R&B",0.393,0.146,-9.884,0.0335,0.868,0,0.0983,0.0793,"Say Something",57,2018
"R&B",0.621,0.31,-10.164,0.0283,0.945,6.12e-05,0.117,0.125,"Stay",67,2012
"R&B",0.54,0.401,-10.499,0.0364,0.576,0,0.164,0.24,"I Have Nothing",74,1992
"R&B",0.599,0.624,-3.631,0.0343,0.385,0,0.125,0.539,"Impossible",69,2010
"R&B",0.448,0.767,-2.723,0.0536,0.0288,0.105,0.103,0.375,"Thunder",0,2015
"R&B",0.676,0.807,-5.131,0.029,0.0284,0,0.0701,0.443,"Mr. Know It All",49,2011
"R&B",0.607,0.403,-11.464,0.0516,0.587,0,0.233,0.484,"Underneath the Stars",52,1995
"R&B",0.436,0.39,-9.62,0.0326,0.557,0,0.12,0.119,"When You Believe (with Mariah Carey) - from The Prince of Egypt",68,1998
"R&B",0.231,0.477,-7.748,0.029,0.747,2.61e-06,0.122,0.235,"Endless Love (with Mariah Carey)",62,1994
"R&B",0.3,0.327,-11.533,0.0345,0.689,0,0.0962,0.0939,"Open Arms",55,1995
"R&B",0.297,0.23,-16.015,0.0358,0.273,0,0.09,0.15,"How Could an Angel Break My Heart (with Toni Braxton)",61,1997
"R&B",0.576,0.251,-14.939,0.0329,0.0742,1.06e-06,0.149,0.251,"Everytime I Close My Eyes (with Babyface)",52,1996
"R&B",0.348,0.532,-5.882,0.0331,0.592,0,0.106,0.148,"Thank God I Found You (feat. Joe & 98°)",61,1999
"R&B",0.664,0.539,-6.759,0.128,0.478,1e-06,0.107,0.699,"Circles",39,2005
"R&B",0.554,0.668,-6.827,0.218,0.212,0,0.272,0.664,"Get Your Number",37,2005
"R&B",0.778,0.676,-6.282,0.0389,0.114,0,0.074,0.568,"One And Only",33,2005
"R&B",0.69,0.34,-9.11,0.0577,0.71,1.16e-05,0.154,0.348,"Mine Again",37,2005
"R&B",0.533,0.749,-5.106,0.117,0.0631,0.000109,0.0684,0.569,"Long As I Live",54,2018
"R&B",0.718,0.665,-7.719,0.0527,0.0836,0,0.139,0.863,"Touch My Body",54,2008
"R&B",0.801,0.633,-4.866,0.0593,0.0642,0,0.0356,0.858,"It's Like That",42,2005
"R&B",0.409,0.677,-7.223,0.205,0.403,0,0.237,0.585,"Cheating on U",0,2018
"R&B",0.607,0.317,-10.244,0.029,0.732,4.53e-05,0.086,0.111,"My All",64,1997
"R&B",0.614,0.466,-9.881,0.0327,0.314,0,0.099,0.178,"Because You Loved Me (Theme from ""Up Close and Personal"")",4,1996
"R&B",0.464,0.432,-7.024,0.0312,0.611,0,0.141,0.11,"Have You Ever Been In Love",0,2002
"R&B",0.734,0.639,-7.055,0.0326,0.0851,0,0.326,0.364,"Yesterday",48,2007
"R&B",0.545,0.649,-4.062,0.0324,0.143,1.57e-05,0.0894,0.297,"Best Thing I Never Had",73,2011
"R&B",0.666,0.39,-8.575,0.0838,0.272,9.39e-06,0.111,0.325,"Confidently Lost",64,2017
"R&B",0.664,0.431,-11.997,0.0777,0.232,0,0.146,0.298,"Practice",28,2018
"R&B",0.571,0.309,-9.864,0.0565,0.0911,0,0.215,0.133,"Collide (feat. Tyga)",52,2014
"R&B",0.512,0.916,-3.715,0.218,0.0231,0,0.095,0.363,"Running Back (feat. Flo Rida)",32,2008
"R&B",0.541,0.724,-3.966,0.0402,0.024,0,0.133,0.532,"Art of Love (feat. Jordin Sparks)",48,2009
"R&B",0.592,0.669,-5.588,0.0271,0.273,0,0.21,0.322,"Because",24,2008
"R&B",0.43,0.703,-3.684,0.218,0.521,0,0.132,0.435,"Everybody Business",8,2020
"R&B",0.679,0.443,-8.528,0.153,0.427,0,0.106,0.363,"I'll Kill You (feat. Jhené Aiko)",71,2019
"R&B",0.648,0.593,-6.267,0.0506,0.0188,0,0.169,0.712,"Party (feat. André 3000)",61,2011
"R&B",0.677,0.684,-4.377,0.0428,0.149,0,0.0451,0.783,"Been Waiting",48,2008
"R&B",0.54,0.76,-6.677,0.105,0.0142,0,0.343,0.631,"Let Me Be Me",40,2008
"R&B",0.691,0.64,-5.087,0.0384,0.0247,5.24e-06,0.2,0.452,"I'm Alive",67,2001
"R&B",0.629,0.364,-12.259,0.038,0.468,0.0198,0.0941,0.699,"No Ordinary Love",30,1992
"R&B",0.623,0.677,-5.215,0.0639,0.0233,0,0.0724,0.182,"Can't Raise a Man",56,2013
"R&B",0.848,0.663,-7.078,0.159,0.124,0.0293,0.0737,0.833,"Are You That Somebody",64,2019
"R&B",0.523,0.644,-8.052,0.0509,0.112,0,0.0792,0.356,"My Life",45,1994
"R&B",0.767,0.551,-7.328,0.0616,0.00364,0,0.0451,0.796,"Love Like This",65,1998
"R&B",0.771,0.691,-3.885,0.0909,0.0346,1.69e-06,0.249,0.409,"Burn",33,2008
"R&B",0.548,0.554,-6.408,0.0587,0.283,0,0.0708,0.382,"Stickwitu",70,2005
"R&B",0.69,0.883,-4.091,0.218,0.0103,0,0.344,0.642,"Up/Down",20,2008
"R&B",0.788,0.294,-9.563,0.0517,0.136,2.85e-05,0.0529,0.882,"Mary Jane (All Night Long)",58,1994
"R&B",0.286,0.411,-4.94,0.0315,0.834,0,0.132,0.0703,"Bound To You - Burlesque Original Motion Picture Soundtrack",59,2010
"R&B",0.625,0.66,-5.477,0.0416,0.129,6.34e-05,0.12,0.731,"But I Am A Good Girl - Burlesque Original Motion Picture Soundtrack",54,2010
"R&B",0.727,0.573,-7.029,0.0333,0.000287,0.00188,0.307,0.162,"Express - Burlesque Original Motion Picture Soundtrack",59,2010
"R&B",0.753,0.708,-5.389,0.218,0.0081,0,0.188,0.323,"Show Me How You Burlesque (Burlesque) - Original Motion Picture Soundtrack",62,2010
"Neo Soul",0.571,0.172,-20.7,0.0318,0.979,0.275,0.124,0.297,"Should Have Known Better",67,2015
"Neo Soul",0.376,0.29,-10.157,0.0303,0.834,0,0.141,0.223,"look up",51,2020
"Neo Soul",0.514,0.0533,-16.276,0.045,0.932,1.16e-05,0.113,0.176,"Warped Window",46,2019
"Neo Soul",0.587,0.474,-9.501,0.0359,0.54,0.000106,0.375,0.361,"Seed of Joy",37,2020
"Neo Soul",0.433,0.349,-8.18,0.0322,0.879,0,0.242,0.357,"The Last Song On Earth",52,2020
"Neo Soul",0.614,0.275,-8.744,0.027,0.904,2.26e-05,0.118,0.303,"Lemon [Feat. Sharon Van Etten]",50,2020
"Neo Soul",0.498,0.141,-17.14,0.0386,0.956,0.00348,0.109,0.352,"For All You Give (feat. Lucy Rose)",64,2020
"Neo Soul",0.544,0.406,-10.715,0.0346,0.655,0.00179,0.0858,0.236,"Only Children",58,2020
"Neo Soul",0.491,0.465,-12.068,0.0269,0.361,0.268,0.157,0.0498,"Don't Let Me Disappear",56,2020
"Neo Soul",0.659,0.236,-12.56,0.0304,0.84,6.32e-05,0.206,0.216,"I Was Born To Love You",62,2020
"Neo Soul",0.438,0.281,-14.448,0.035,0.657,0.000305,0.109,0.377,"Northsiders",48,2020
"Neo Soul",0.577,0.434,-8.437,0.0303,0.887,0.215,0.0822,0.321,"Decimal",54,2020
"Neo Soul",0.552,0.485,-9.111,0.0332,0.517,0.106,0.164,0.51,"Long Blue Light",48,2020
"Neo Soul",0.651,0.433,-7.826,0.0362,0.631,0,0.146,0.182,"Breathe Again - Acoustic",46,2020
"Neo Soul",0.493,0.284,-12.815,0.0309,0.953,0.00739,0.151,0.199,"Real Estate",65,2018
"Neo Soul",0.608,0.238,-13.604,0.0434,0.885,0.125,0.111,0.27,"Chemicals",58,2018
"Neo Soul",0.641,0.533,-8.909,0.0287,0.279,6.06e-05,0.113,0.364,"Grow into Love",58,2020
"Neo Soul",0.629,0.551,-9.44,0.0321,0.685,2.88e-05,0.0889,0.698,"Olivia",0,2012
"Neo Soul",0.259,0.373,-12.925,0.0275,0.895,0.181,0.118,0.196,"Resin",58,2020
"Neo Soul",0.569,0.146,-12.568,0.046,0.905,0.00951,0.106,0.216,"Fall, Fall, Fall",63,2020
"Neo Soul",0.393,0.399,-9.964,0.0291,0.778,0.0287,0.0877,0.175,"Adeline (feat. Kathleen)",52,2020
"Neo Soul",0.584,0.273,-12.806,0.0357,0.853,0.000109,0.102,0.47,"Hometown",43,2020
"Neo Soul",0.521,0.492,-9.127,0.0297,0.689,0.619,0.118,0.301,"And It's Still Alright",62,2020
"Neo Soul",0.685,0.262,-12.107,0.038,0.737,1.76e-05,0.11,0.361,"Only Time",54,2020
"Neo Soul",0.727,0.169,-12.474,0.0542,0.739,0,0.109,0.473,"Keep 'Em on They Toes",35,2020
"Neo Soul",0.432,0.448,-10.431,0.0358,0.719,3.07e-05,0.1,0.352,"Seeing Other People",56,2020
"Neo Soul",0.627,0.153,-11.627,0.0326,0.844,0,0.108,0.365,"Unveiled",55,2017
"Neo Soul",0.597,0.157,-17.199,0.0451,0.962,0.0259,0.107,0.498,"Santa Barbara",56,2020
"Neo Soul",0.659,0.199,-16.499,0.0303,0.888,0.00668,0.113,0.393,"Only The Strong",51,2020
"Neo Soul",0.44,0.34,-10.37,0.0293,0.872,0,0.116,0.361,"Graceland Too",63,2020
"Neo Soul",0.436,0.354,-15.182,0.0281,0.89,0.379,0.124,0.248,"Glass",53,2020
"Neo Soul",0.59,0.358,-9.709,0.0421,0.763,0.0256,0.0999,0.35,"Drawing out the Line",52,2020
"Neo Soul",0.622,0.191,-11.141,0.0299,0.947,0.00602,0.106,0.293,"Victory",59,2020
"Neo Soul",0.618,0.558,-8.184,0.0251,0.604,0.395,0.124,0.336,"Deep In Love",62,2020
"Neo Soul",0.283,0.221,-15.344,0.0423,0.841,0.000595,0.0975,0.299,"If I Told",56,2020
"Neo Soul",0.657,0.258,-12.613,0.0311,0.908,2.79e-06,0.116,0.318,"As It Is",55,2020
"Neo Soul",0.436,0.152,-14.846,0.0526,0.94,4.22e-05,0.114,0.158,"My City of Ruins",51,2020
"Neo Soul",0.523,0.108,-12.895,0.0357,0.937,1.27e-06,0.143,0.334,"Nebraska - Acoustic",0,2019
"Neo Soul",0.576,0.302,-12.437,0.0424,0.905,2.42e-05,0.113,0.224,"I'll Be out Here",60,2019
"Neo Soul",0.477,0.0785,-18.083,0.0367,0.957,0.00302,0.0703,0.192,"Thousand - Acoustic",51,2019
"Neo Soul",0.349,0.32,-10.726,0.0316,0.967,0.00166,0.0989,0.441,"Kilimanjaro (Acoustic)",0,2020
"Neo Soul",0.687,0.234,-12.559,0.029,0.848,7.72e-06,0.116,0.339,"Pharmakon",63,2019
"Neo Soul",0.683,0.197,-11.969,0.0469,0.874,0.00104,0.0967,0.379,"Holllllogram",42,2017
"Neo Soul",0.542,0.155,-12.924,0.0298,0.988,0.0155,0.108,0.247,"Siren Song",64,2019
"Neo Soul",0.586,0.276,-13.294,0.0323,0.799,0.00712,0.192,0.342,"Sophie",54,2013
"Neo Soul",0.45,0.324,-11.234,0.037,0.71,0.000679,0.176,0.354,"Dream in Blue",52,2012
"Neo Soul",0.527,0.224,-13.415,0.0309,0.957,0.0201,0.0932,0.227,"Terms of Surrender",44,2019
"Neo Soul",0.416,0.281,-8.739,0.0312,0.872,0.000261,0.0985,0.147,"How I Miss You",40,2019
"Neo Soul",0.532,0.317,-10.693,0.0309,0.909,0.0277,0.11,0.28,"Amsterdam - Recorded at Spotify Studios NYC",0,2018
"Neo Soul",0.544,0.222,-15.318,0.0361,0.532,0.0645,0.0969,0.312,"Realistic City Living",38,2018
"Neo Soul",0.415,0.11,-14.901,0.0388,0.951,0.00234,0.0962,0.234,"Cherry Wine - Live",64,2014
"Neo Soul",0.501,0.342,-8.726,0.0273,0.838,3.69e-06,0.12,0.165,"On Board",45,2019
"Neo Soul",0.571,0.399,-11.919,0.0364,0.766,0.0146,0.0926,0.611,"Vagabond",67,2016
"Neo Soul",0.592,0.426,-15.107,0.0305,0.832,0.0908,0.115,0.285,"Mango Tree",0,2007
"Neo Soul",0.417,0.145,-13.462,0.0932,0.907,4.47e-06,0.138,0.234,"James Dean",35,2020
"Neo Soul",0.402,0.539,-11.062,0.043,0.88,0.0065,0.117,0.371,"Youth",0,2013
"Neo Soul",0.572,0.426,-11.633,0.0394,0.929,0.00184,0.394,0.43,"Nothing Arrived - Live from Spotify London",0,2013
"Neo Soul",0.593,0.447,-10.497,0.0325,0.862,8.78e-05,0.116,0.194,"I'll Be Gone",41,2019
"Neo Soul",0.564,0.207,-10.926,0.032,0.892,1.8e-06,0.102,0.0898,"Sense of Home",64,2015
"Neo Soul",0.629,0.23,-12.604,0.0364,0.939,0.00123,0.123,0.62,"Wayside",0,2018
