"playlist_name","danceability","energy","loudness","speechiness","acousticness","instrumentalness","liveness","valence","track.name","track.popularity","year"
"Pop",0.814,0.781,-3.33,0.218,0.17,0.000518,0.052,0.536,"Still D.R.E.",68,1999
"Pop",0.923,0.912,-2.399,0.218,0.0308,0,0.111,0.287,"The Next Episode",63,1999
"Pop",0.875,0.554,-3.786,0.218,0.279,0,0.0912,0.738,"Fuck You",44,1999
"Pop",0.739,0.644,-9.244,0.0356,0.0884,0.0446,0.217,0.485,"Tarzan Boy - Original Mix",11,2013
"Pop",0.734,0.92,-9.003,0.0286,0.0119,0.533,0.204,0.911,"Let The Beat Go On - Short",52,1993
"Pop",0.816,0.813,-8.544,0.0994,0.00233,0.133,0.11,0.853,"Away From Home - Short",43,1997
"Pop",0.661,0.847,-11.855,0.0349,0.225,0.835,0.0863,0.71,"More And More - Single Version",60,1993
"Pop",0.558,0.787,-12.874,0.0329,0.00214,0.327,0.0737,0.811,"Impossible - Extended Version",34,1993
"Pop",0.674,0.813,-6.933,0.077,0.325,1.69e-06,0.122,0.601,"Dov'è l'amore",48,1998
"Pop",0.556,0.907,-6.365,0.0504,0.352,0.00707,0.228,0.708,"Africa Bamba",44,1999
"Pop",0.699,0.789,-5.173,0.0285,0.13,0.287,0.0874,0.962,"Corazon Espinado (feat. Mana)",61,1999
"Pop",0.756,0.8,-5.158,0.0329,0.211,0.000723,0.047,0.967,"Lambada - Original Version 1989",66,2007
"Pop",0.557,0.782,-3.899,0.0475,0.0953,6.75e-06,0.118,0.305,"Kids In America",69,1981
"Pop",0.686,0.682,-12.154,0.033,0.0806,0.000155,0.14,0.708,"You Keep Me Hangin On",62,1986
"Pop",0.776,0.794,-7.722,0.0723,0.133,2.35e-05,0.394,0.845,"Dancing Machine",56,1974
"Pop",0.878,0.821,-9.875,0.089,0.126,0.0461,0.183,0.947,"Don't Stop 'Til You Get Enough",75,1979
"Pop",0.686,0.632,-11.433,0.0353,0.0398,2.2e-06,0.0686,0.88,"Don't Stop",0,1977
"Pop",0.91,0.641,-11.316,0.0589,0.0258,6.42e-05,0.0642,0.903,"Le Freak - 2018 Remaster",57,2018
"Pop",0.811,0.431,-14.937,0.0333,0.142,0.000227,0.114,0.583,"Eye of the Tiger",39,2019
"Pop",0.453,0.905,-4.001,0.115,0.36,0.000569,0.26,0.474,"Crazy Train",58,1980
"Pop",0.693,0.678,-7.159,0.0324,0.0154,6.05e-06,0.101,0.404,"Higher Love",83,2019
"Pop",0.807,0.83,-4.04,0.0367,0.0444,0.000358,0.0842,0.954,"Who Can It Be Now?",58,1981
"Pop",0.745,0.655,-7.589,0.166,0.0958,1.99e-06,0.0895,0.582,"It's Still Rock and Roll to Me",58,2001
"Pop",0.562,0.495,-13.055,0.0327,0.392,0,0.118,0.579,"Suzanne",2,1996
"Pop",0.894,0.791,-4.699,0.112,0.0183,0,0.0388,0.583,"Yeah! (feat. Lil Jon & Ludacris)",82,2004
"Pop",0.834,0.808,-2.597,0.0542,0.0569,0.00052,0.222,0.829,"No Lo Trates",69,2019
"Pop",0.908,0.557,-4.243,0.107,0.242,0,0.0709,0.897,"Let Me Blow Ya Mind",72,2001
"Pop",0.862,0.671,-6.576,0.0995,0.258,0.00274,0.0744,0.82,"No Roots",55,2019
"Pop",0.725,0.534,-6.238,0.0946,0.0752,0,0.0919,0.558,"Work",76,2016
"Pop",0.734,0.766,-4.485,0.0383,0.025,0.00138,0.108,0.6,"We Found Love",60,2012
"Pop",0.767,0.682,-5.02,0.042,0.0113,0.00016,0.104,0.833,"S&M",74,2010
"Pop",0.763,0.788,-4.809,0.206,0.0223,0.000323,0.0623,0.8,"Unapologetic Bitch",42,2015
"Pop",0.769,0.826,-8.252,0.0624,0.267,0.0177,0.0638,0.762,"Straight Up",62,1988
"Pop",0.648,0.688,-9.965,0.0401,0.158,0.00097,0.394,0.967,"Funnel of Love - Live from Spotify NYC",23,2016
"Pop",0.55,0.677,-4.679,0.0259,0.0842,0,0.144,0.489,"Other People",49,2016
"Pop",0.754,0.739,-5.186,0.0383,0.0214,6.56e-06,0.114,0.573,"When We're High",51,2017
"Pop",0.71,0.795,-4.432,0.0291,0.114,1.81e-06,0.111,0.599,"One Last Mistake",39,2017
"Pop",0.55,0.677,-4.679,0.0259,0.0842,0,0.144,0.489,"Other People",27,2017
"Pop",0.457,0.697,-5.929,0.0522,0.00109,0.907,0.0653,0.673,"Crushing Day",42,1987
"Pop",0.883,0.458,-6.801,0.0411,0.0401,0.000419,0.0603,0.816,"Stronger Than Me",64,2015
"Pop",0.649,0.744,-9.426,0.0436,0.000715,6.02e-06,0.394,0.763,"Belfast",14,2016
"Pop",0.746,0.891,-8.63,0.0606,0.412,0.0112,0.112,0.844,"Felicidad (Margherita)",11,2016
"Pop",0.666,0.421,-8.553,0.0421,0.537,0.0134,0.112,0.441,"Ain't No Sunshine featuring Tracy Chapman",41,2005
"Pop",0.608,0.727,-4.19,0.0429,0.157,0.1,0.0335,0.852,"On The Road",14,2010
"Pop",0.473,0.814,-3.962,0.0574,0.487,0.141,0.394,0.755,"Kiss Me Quick (feat. Kim Wilson)",23,2015
"Pop",0.491,0.917,-3.681,0.0937,0.0507,0.365,0.394,0.695,"That's My Home (feat. Robert Randolph)",7,2008
"Pop",0.61,0.746,-4.626,0.0312,0.342,0.0852,0.378,0.558,"Turn Me Wild",25,2015
"Pop",0.377,0.56,-6.616,0.0463,0.64,0.377,0.103,0.488,"Crying Out Of One Eye",22,2015
"Pop",0.576,0.842,-4.026,0.0362,0.174,0.148,0.131,0.802,"Ooh Daddy",25,2018
"Pop",0.576,0.566,-6.17,0.0331,0.537,3.07e-05,0.152,0.495,"Skin Deep (feat. Derek Trucks)",21,2008
"Pop",0.717,0.483,-8.654,0.046,0.501,3.03e-06,0.394,0.646,"My Mother",7,2011
"Pop",0.387,0.499,-9.508,0.187,0.598,0.0144,0.0705,0.352,"Ten Years Ago",8,2011
"Pop",0.353,0.921,-5.64,0.0758,0.0488,0.065,0.314,0.526,"Damn Right, I've Got the Blues",33,1991
"Pop",0.586,0.897,-3.661,0.0592,0.233,0.0123,0.0523,0.773,"Best in Town",26,2013
"Pop",0.371,0.941,-2.711,0.0779,0.0882,0.0373,0.0658,0.767,"Blues Don't Care (feat. Gary Clark, Jr.)",32,2013
"Pop",0.327,0.786,-6.252,0.0392,0.0116,0.0033,0.189,0.371,"Trouble Don't Last",5,1991
"Pop",0.557,0.798,-7.405,0.0935,0.000851,0.675,0.183,0.794,"Gonna Make You Sweat (Everybody Dance Now)",67,1990
"Pop",0.763,0.535,-6.216,0.122,0.138,0,0.111,0.787,"Share That Beat Of Love",29,1990
"Pop",0.36,0.89,-5.645,0.0383,0.0171,0.252,0.146,0.0897,"Light",73,2019
"Pop",0.571,0.904,-6.935,0.0573,0.218,0.116,0.244,0.93,"Dancing in the Streets - 12"" Version",4,2008
"Pop",0.816,0.738,-7.925,0.0857,0.312,1.58e-05,0.0886,0.879,"Felicidad",2,1996
"Pop",0.81,0.673,-9.295,0.0368,0.224,0.000202,0.0354,0.986,"Barbarella Fortuneteller",1,1996
"Pop",0.734,0.859,-7.867,0.0554,0.312,0.0242,0.0581,0.893,"Kalimba de Luna",12,2000
"Pop",0.804,0.682,-12.125,0.0455,0.208,0.00759,0.328,0.966,"Happy Song - 7"" Version",36,1993
"Pop",0.769,0.933,-6.656,0.107,0.105,0.0258,0.174,0.878,"Hold on I'm Coming (feat. Precious Wilson)",2,1996
"Pop",0.939,0.551,-9.126,0.218,0.0311,0,0.192,0.42,"The Ringer",71,2018
"Pop",0.593,0.634,-5.838,0.055,0.268,4.43e-06,0.319,0.528,"Someday You Might Change Your Mind",19,2018
"Pop",0.808,0.6,-9.494,0.0642,0.00057,0.927,0.0792,0.188,"Skurdim",0,2019
"Pop",0.795,0.178,-11.991,0.0574,0.607,0,0.394,0.608,"comethru",82,2018
"Pop",0.488,0.311,-11.467,0.218,0.562,0.000548,0.161,0.579,"I Warned Myself",66,2019
"Pop",0.731,0.65,-5.286,0.218,0.107,0,0.124,0.605,"Graduation (with Juice WRLD)",80,2019
"Pop",0.715,0.624,-3.046,0.114,0.11,0,0.123,0.412,"Truth Hurts",1,2017
"Pop",0.726,0.444,-8.922,0.218,0.283,0.143,0.177,0.569,"all the good girls go to hell",80,2019
"Pop",0.755,0.448,-2.993,0.0405,0.0508,3.87e-06,0.11,0.431,"Teeth",8,2019
"Pop",0.643,0.721,-5.248,0.0449,0.00268,6.51e-06,0.0898,0.317,"Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey)",6,2019
"Pop",0.872,0.814,-4.568,0.155,0.00485,1.96e-06,0.214,0.57,"Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign)",75,2019
"Pop",0.677,0.744,-6.806,0.0295,0.0404,0.00016,0.074,0.631,"Piece Of Your Heart",82,2019
"Pop",0.639,0.791,-4.443,0.218,0.0275,0,0.362,0.939,"QUE PRETENDES",79,2019
"Pop",0.78,0.759,-3.292,0.218,0.462,0.000868,0.143,0.579,"Yo x Ti, Tu x Mi",78,2019
"Pop",0.694,0.758,-2.986,0.218,0.278,1.34e-06,0.102,0.371,"Loco Contigo (feat. J. Balvin & Tyga)",80,2019
"Pop",0.629,0.686,-4.851,0.0626,0.0365,2.37e-05,0.0709,0.731,"We Can Do Better",4,2018
"Pop",0.647,0.822,-4.662,0.183,0.219,0,0.0908,0.962,"Happy - From ""Despicable Me 2""",12,2014
"Pop",0.798,0.675,-5.041,0.0442,0.0912,0,0.0894,0.842,"I Don't Care (with Justin Bieber)",83,2019
"Pop",0.743,0.529,-6.187,0.0505,0.128,0,0.181,0.438,"Let It Be Me (feat. Ava Max)",68,2018
"Pop",0.647,0.81,-5.804,0.0521,0.0658,0.00236,0.237,0.648,"Only Love",62,2018
"Pop",0.757,0.758,-5.82,0.0426,0.0204,0.000717,0.107,0.287,"Glad You Came",67,2018
"Pop",0.744,0.933,-4.875,0.0329,0.0027,0.000315,0.114,0.911,"I Give You My Heart",54,1996
"Pop",0.751,0.965,-5.487,0.0297,0.0414,0.000174,0.0435,0.966,"Up'n Away",45,1995
"Pop",0.707,0.806,-5.733,0.127,0.078,0,0.311,0.606,"Sweat (A La La La La Long)",35,2012
"Pop",0.732,0.891,-7.512,0.0338,0.00876,3.16e-05,0.394,0.928,"I'll Follow the Sun",35,1995
"Pop",0.764,0.713,-8.9,0.0311,0.128,0.00058,0.145,0.67,"Think About the Way",60,1994
"Pop",0.621,0.729,-11.71,0.0306,0.00508,0.000834,0.335,0.467,"It's a Rainy Day",56,1994
"Pop",0.716,0.758,-11.692,0.0292,0.167,0.00125,0.0925,0.887,"Russian Roulette",48,1994
"Pop",0.772,0.815,-12.051,0.0325,0.0511,0.00491,0.292,0.857,"Megamix (Robyx Meg-a-mix)",40,1995
"Pop",0.641,0.796,-8.56,0.0407,0.0137,0.000115,0.358,0.727,"Baby Jane - 2008 Remaster",29,1983
"Pop",0.676,0.475,-12.758,0.0367,0.423,1.48e-05,0.105,0.631,"Englishman In New York",52,1994
"Pop",0.745,0.537,-7.335,0.0503,0.52,0,0.103,0.68,"Reste",57,2019
"Pop",0.773,0.597,-6.837,0.149,0.143,4.75e-06,0.143,0.533,"Just One Lifetime (with Shaggy)",50,2018
"Pop",0.785,0.737,-5.306,0.0363,0.042,0.000107,0.108,0.971,"Hurts So Good",71,1982
"Pop",0.704,0.631,-12.299,0.0398,0.0346,0,0.159,0.793,"I Will Survive - Remastered",51,2008
"Pop",0.828,0.417,-14.136,0.0328,0.00709,0.762,0.0703,0.945,"Fly Robin Fly - Alternate Mix",44,1975
"Pop",0.801,0.545,-14.876,0.0306,0.119,0.00194,0.079,0.966,"Get Up and Boogie (That's Right) - Radio Mix",40,1976
"Pop",0.816,0.756,-7.731,0.0296,0.0654,0.00685,0.0455,0.949,"Let's Clean Up the Ghetto",42,2018
"Pop",0.744,0.675,-12.386,0.0371,0.205,5.02e-05,0.106,0.845,"I Was Made For Lovin' You",0,1982
"Pop",0.671,0.71,-7.724,0.0356,0.0393,1.12e-05,0.0387,0.834,"Don't Stop - 2004 Remaster",68,1977
"Pop",0.532,0.663,-5.886,0.0292,0.425,1.07e-06,0.0734,0.756,"Breakfast In America - Remastered",70,1979
"Pop",0.557,0.791,-7.201,0.0389,0.0254,0.000264,0.0605,0.895,"Love Is In The Air",65,2009
"Pop",0.689,0.805,-11.199,0.0429,0.0019,8.23e-05,0.0683,0.914,"Knock On Wood",58,2012
"Pop",0.678,0.579,-12.621,0.0412,0.114,0.436,0.0831,0.234,"Friends - Original ReMix Version",35,2000
"Pop",0.781,0.556,-13.067,0.0611,0.0661,0.0907,0.0339,0.968,"Ring My Bell",61,2005
"Pop",0.81,0.611,-11.425,0.0287,0.467,0.00598,0.169,0.965,"Don't Drop My Love",21,1979
"Pop",0.817,0.664,-10.64,0.218,0.135,0.00165,0.12,0.961,"White Witch",38,2015
"Pop",0.811,0.631,-9.468,0.0865,0.00455,0.11,0.0466,0.915,"Aquarius / Let the Sun Shine In",37,2015
"Pop",0.751,0.759,-7.99,0.0392,0.0035,0.677,0.224,0.26,"Enough to Believe - Eagles & Butterflies Remix",47,2019
"Pop",0.707,0.788,-8.538,0.031,0.000126,0.517,0.118,0.594,"It'll All Be Over - DJ Koze Remix - Radio Edit",55,2019
"Pop",0.856,0.552,-7.403,0.0368,0.19,4.56e-06,0.225,0.499,"Stronger",0,2018
"Pop",0.788,0.519,-10.826,0.0593,0.0286,0.0107,0.0906,0.576,"Our Love Is Our Love",51,2018
"Pop",0.518,0.728,-4.082,0.0399,0.0281,0,0.116,0.338,"Side Effects",45,2019
"Pop",0.621,0.644,-5.845,0.0381,0.00333,5.95e-06,0.0993,0.479,"Kids",53,2018
"Pop",0.763,0.704,-4.687,0.0581,0.172,0,0.114,0.635,"Trouble in Paradise",40,2019
"Pop",0.72,0.647,-5.411,0.0642,0.0116,0.000206,0.394,0.809,"BMO",65,2019
"Pop",0.901,0.4,-8.575,0.126,0.051,0,0.0599,0.346,"Talk (feat. Disclosure)",76,2019
"Pop",0.765,0.906,-2.097,0.0965,0.125,0,0.394,0.95,"Instagram",75,2019
"Pop",0.795,0.783,-4.271,0.0432,0.361,0,0.394,0.799,"Soltera - Remix",78,2019
"Pop",0.737,0.86,-2.652,0.0593,0.11,1.94e-06,0.0574,0.656,"Con Calma",81,2019
"Pop",0.628,0.69,-5.828,0.0511,0.446,0,0.112,0.662,"El Perdón",74,2017
"Pop",0.724,0.904,-3.354,0.0966,0.0786,0,0.226,0.846,"DUELE EL CORAZON (feat. Wisin)",71,2016
"Pop",0.719,0.842,-3.562,0.0383,0.132,0,0.105,0.534,"EL BAÑO (feat. Bad Bunny)",66,2018
"Pop",0.718,0.792,-3.519,0.105,0.0467,3.65e-06,0.0399,0.96,"Bailando - Spanish Version",64,2014
"Pop",0.745,0.881,-2.587,0.0506,0.255,0,0.25,0.961,"Bonita",68,2019
"Pop",0.747,0.719,-4.419,0.0313,0.0995,0,0.054,0.969,"La Camisa Negra",55,2004
"Pop",0.67,0.845,-3.54,0.0542,0.0636,0,0.0951,0.938,"A Dios Le Pido",42,2002
"Pop",0.592,0.355,-14.051,0.0352,0.478,0,0.0585,0.499,"I Say a Little Prayer",76,1968
"Pop",0.529,0.82,-7.863,0.0703,0.0346,0.0975,0.113,0.946,"Sternenhimmel",54,1982
"Pop",0.844,0.766,-8.981,0.0471,0.118,0.113,0.115,0.767,"Rosemarie",42,1982
"Pop",0.804,0.823,-3.667,0.0745,0.0984,3.78e-06,0.246,0.489,"WATER",57,2019
"Pop",0.863,0.882,-2.396,0.0612,0.0134,5.6e-05,0.078,0.642,"Anybody",65,2019
"Pop",0.663,0.378,-14.146,0.218,0.174,7.51e-06,0.134,0.421,"Love Me Down",0,2019
"Pop",0.855,0.841,-2.769,0.18,0.37,0.00127,0.0545,0.953,"Tetema",61,2019
"Pop",0.622,0.796,-2.999,0.172,0.667,0,0.106,0.62,"Mad Love",20,2019
"Pop",0.86,0.711,-4.932,0.218,0.123,0.000189,0.101,0.615,"Cool Down",27,2019
"Pop",0.469,0.278,-16.311,0.028,0.248,0.000126,0.133,0.331,"Woman in Love",69,1980
"Pop",0.748,0.603,-12.044,0.043,0.15,0.000261,0.0269,0.827,"All Night Long (All Night) - Single Version",72,1992
"Pop",0.532,0.887,-3.757,0.0335,0.0778,0.000214,0.294,0.795,"Livin' On A Prayer",83,1986
"Pop",0.749,0.817,-6.529,0.0351,0.012,0.00429,0.0821,0.965,"Dançando Lambada - Original Version 1989",40,2007
"Pop",0.761,0.673,-9.196,0.0369,0.129,0.00656,0.0878,0.962,"Dança do la la la",17,2007
"Pop",0.644,0.548,-5.416,0.0286,0.0209,8.68e-06,0.134,0.166,"No One",80,2007
"Pop",0.662,0.507,-8.238,0.118,0.257,0,0.0465,0.676,"My Boo",80,2004
"Pop",0.482,0.706,-5.762,0.0609,0.135,0.00106,0.105,0.144,"Girl on Fire",77,2012
"Pop",0.711,0.805,-3.348,0.0602,0.034,0,0.124,0.768,"I'm A Freak",38,2014
"Pop",0.789,0.805,-3.212,0.0357,0.0957,0,0.0883,0.912,"There Goes My Baby",42,2014
"Pop",0.596,0.574,-9.227,0.0329,0.0225,0.000255,0.119,0.195,"Addicted - Metro Mix",20,2003
"Pop",0.698,0.647,-3.432,0.0324,0.054,6.63e-05,0.0515,0.645,"Be Yourself",25,2003
"Pop",0.575,0.896,-3.988,0.0331,0.00755,0,0.308,0.462,"California Callin'",27,2003
"Pop",0.647,0.936,-3.617,0.08,0.0079,0,0.162,0.773,"Dirty Dancer",33,2010
"Pop",0.492,0.599,-4.603,0.0272,0.44,0,0.0734,0.358,"Dile Que",28,2010
"Pop",0.716,0.536,-6.53,0.039,0.481,0,0.115,0.326,"Why Not Me?",28,2010
"Pop",0.596,0.835,-13.021,0.0418,0.0418,1.11e-05,0.059,0.637,"Like The Way I Do",58,1988
"Pop",0.803,0.825,-10.067,0.0757,0.00498,0.877,0.0807,0.5,"Zoo La La",6,2019
"Pop",0.808,0.721,-5.165,0.213,0.197,0,0.205,0.773,"Let It Go",63,2007
"Pop",0.918,0.857,-5.032,0.0623,0.166,3e-04,0.0855,0.972,"Last Night",61,2007
"Pop",0.626,0.59,-5.547,0.0366,0.0392,0,0.254,0.192,"Playa Cardz Right",56,2008
"Pop",0.656,0.479,-7.055,0.0348,0.0665,0.00272,0.168,0.708,"So Into You",65,1998
"Pop",0.562,0.506,-7.693,0.0781,0.271,0,0.115,0.509,"Whispers",25,2004
"Pop",0.678,0.521,-7.677,0.0317,0.0894,4.56e-05,0.115,0.479,"Careless Whisper",40,1998
"Pop",0.559,0.679,-4.539,0.204,0.0211,5.8e-06,0.127,0.421,"Lost in You",0,2018
"Pop",0.667,0.826,-3.7,0.0559,0.0336,0,0.0578,0.929,"Little Help",58,2019
"Pop",0.824,0.588,-6.4,0.0924,0.692,0.000104,0.149,0.513,"Dance Monkey",81,2019
"Pop",0.446,0.638,-5.332,0.0966,0.743,0,0.274,0.818,"Love Yourself",31,2016
"Pop",0.678,0.729,-4.188,0.137,0.0658,0,0.303,0.643,"Kiss And Make Up",53,2017
"Pop",0.738,0.861,-4.141,0.218,0.32,0.00175,0.325,0.58,"Kill This Love",80,2019
"Pop",0.671,0.859,-3.922,0.0833,0.0323,0,0.267,0.389,"DDU-DU DDU-DU",78,2018
"Pop",0.786,0.853,-2.687,0.0816,0.0688,0,0.0759,0.45,"As If It's Your Last",78,2017
"Pop",0.658,0.836,-3.282,0.0549,0.00264,1.02e-06,0.394,0.387,"BOOMBAYAH",77,2016
"Pop",0.707,0.758,-4.511,0.0917,0.0399,0,0.141,0.674,"PLAYING WITH FIRE",76,2016
"Pop",0.822,0.712,-4.877,0.15,0.00682,0,0.0955,0.647,"WHISTLE",75,2016
"Pop",0.497,0.58,-10.129,0.0648,0.127,0,0.394,0.622,"<U+30E9><U+30B9><U+30C8>·<U+30AF><U+30EA><U+30B9><U+30DE><U+30B9> <U+301C> <U+8D64><U+9F3B><U+306E><U+30C8><U+30CA><U+30AB><U+30A4> - BLACKPINK ARENA TOUR 2018 ""SPECIAL FINAL IN KYOCERA DOME OSAKA""",46,2019
"Pop",0.601,0.9,-6.781,0.0578,0.0125,0.936,0.0847,0.0394,"Zion",43,2003
"Pop",0.423,0.761,-4.177,0.033,0.0273,0.00377,0.236,0.176,"Bad Moon",6,2004
"Pop",0.727,0.601,-6.439,0.0369,0.124,0,0.131,0.669,"OH!",20,2019
"Pop",0.705,0.918,-2.77,0.0684,0.04,9.3e-05,0.0803,0.546,"I Just Wanna Shine",64,2019
"Pop",0.664,0.212,-7.762,0.046,0.931,0,0.102,0.574,"Dance Monkey - Stripped Back",63,2019
"Pop",0.457,0.412,-11.138,0.0369,0.0516,4.35e-05,0.275,0.44,"Black Magic Woman - 2018 Remaster",0,1969
"Pop",0.83,0.75,-3.748,0.0417,0.19,5.59e-05,0.0954,0.932,"Sometimes",23,2017
"Pop",0.781,0.896,-3.59,0.0624,0.0139,1.92e-05,0.0421,0.696,"Heartkiller",24,2012
"Pop",0.586,0.789,-6.794,0.0461,0.0615,0.000242,0.132,0.623,"Dark Side of Me",12,2018
"Pop",0.75,0.492,-8.234,0.0272,0.287,8.26e-05,0.198,0.551,"Family Secret",11,2018
"Pop",0.797,0.779,-4.719,0.141,0.319,0.000142,0.266,0.82,"It Was A Good Day",67,2001
"Pop",0.934,0.735,-6.668,0.218,0.031,8.6e-06,0.107,0.768,"Check Yo Self - Remix",70,1994
"Pop",0.432,0.755,-8.457,0.0367,0.0234,0.595,0.394,0.656,"Oxygene, Pt. 4",58,1976
"Pop",0.787,0.673,-4.577,0.158,0.256,3.57e-06,0.0904,0.786,"Say So",86,2019
"Pop",0.834,0.454,-9.75,0.201,0.321,6.15e-06,0.114,0.837,"Toosie Slide",85,2020
"Pop",0.701,0.979,-4.861,0.048,0.00328,0.308,0.394,0.612,"Dreams (Will Come Alive)",63,1994
"Pop",0.682,0.505,-11.709,0.138,0.137,0,0.234,0.4,"Fu-Gee-La",66,1996
"Pop",0.826,0.77,-8.411,0.0737,0.00592,0.902,0.103,0.0934,"Rotlicht",29,2017
"Pop",0.922,0.523,-10.059,0.108,0.137,0.0244,0.189,0.437,"Late Night",62,2020
"Pop",0.676,0.815,-4.294,0.0625,0.00146,0.00041,0.275,0.796,"Stupid Love",42,2020
"Pop",0.555,0.658,-3.866,0.0541,0.793,0,0.118,0.937,"Tutti Frutti",64,1957
"Pop",0.57,0.863,-10.82,0.0526,0.581,0.00412,0.313,0.909,"Good Golly Miss Molly - Remastered",57,2008
"Pop",0.505,0.362,-10.118,0.0318,0.375,0,0.107,0.29,"Hurry Sundown",36,1966
"Pop",0.723,0.88,-4.287,0.038,0.00334,0.0179,0.0632,0.323,"Alice",71,2020
"Pop",0.731,0.927,-3.634,0.0781,0.0228,7.15e-05,0.187,0.478,"Free Woman",71,2020
"Pop",0.789,0.813,-4.563,0.0374,0.0294,2.07e-06,0.394,0.42,"911",79,2020
"Pop",0.752,0.87,-3.812,0.0623,0.0604,1.12e-05,0.394,0.784,"Sour Candy (with BLACKPINK)",77,2020
"Pop",0.669,0.804,-4.035,0.036,0.0306,0,0.394,0.184,"Enigma",68,2020
"Pop",0.658,0.878,-3.875,0.123,0.00792,0,0.394,0.683,"Replay",70,2020
"Pop",0.668,0.826,-4.466,0.0383,0.0236,1.07e-05,0.394,0.388,"1000 Doves",67,2020
"Pop",0.698,0.799,-4.372,0.0342,0.0129,5.46e-06,0.215,0.351,"Babylon",68,2020
"Pop",0.66,0.629,-12.359,0.0387,0.432,7.3e-05,0.172,0.324,"Like a Prayer",64,1989
"Pop",0.543,0.87,-6.514,0.0428,0.358,0.000939,0.394,0.754,"Dancing Queen",78,1976
"Pop",0.749,0.748,-7.011,0.0323,0.295,0.000443,0.394,0.827,"Mamma Mia",72,1975
"Pop",0.664,0.474,-10.572,0.061,0.531,1.07e-05,0.0677,0.837,"Tropical Loveland",34,1975
"Pop",0.654,0.671,-10.295,0.0633,0.144,2.79e-06,0.0535,0.962,"Man In The Middle",33,1975
"Pop",0.691,0.857,-4.68,0.0872,0.537,0,0.394,0.741,"Rock Me",40,1975
"Pop",0.659,0.751,-7.371,0.0277,0.584,0.019,0.182,0.658,"John",30,2001
"Pop",0.7,0.899,-6.047,0.0343,0.395,0.139,0.0364,0.976,"Qui sommes-nous ?",25,2001
"Pop",0.58,0.94,-7.267,0.0378,0.282,0.169,0.299,0.962,"Elle est comme les étoiles",23,2001
"Pop",0.732,0.873,-7.473,0.0436,0.527,0.792,0.276,0.96,"Hari Ôm Ramakrishna",20,2001
"Pop",0.661,0.838,-7.054,0.041,0.176,0.348,0.0902,0.969,"Les commencements",16,2001
"Pop",0.596,0.939,-5.975,0.0477,0.0619,0.0552,0.281,0.873,"Voyage voyage - Maxi",44,2001
"Pop",0.755,0.538,-9.853,0.197,0.0361,0.505,0.088,0.257,"Stay on the Outside",41,2007
"Pop",0.875,0.871,-6.529,0.0532,0.00275,0.526,0.0872,0.641,"People",7,2012
"Pop",0.713,0.723,-8.968,0.0389,0.000437,0.756,0.103,0.696,"A Walk In The Dark",27,2008
"Pop",0.793,0.31,-11.693,0.0399,0.00152,0.01,0.0189,0.96,"WRAP IT UP",42,2020
"Pop",0.563,0.979,-3.104,0.104,0.00911,0,0.249,0.503,"MIROH",71,2019
"Pop",0.689,0.894,-6.342,0.0672,0.133,4.72e-05,0.0681,0.709,"In Your Eyes",63,2001
"Pop",0.823,0.721,-3.935,0.218,0.07,0,0.238,0.565,"Shut Up",49,2003
"Pop",0.577,0.654,-7.9,0.0321,0.0143,0,0.114,0.13,"Desert Rose",53,1999
"Top Charts 2020",0.806,0.513,-6.208,0.0685,0.217,0,0.217,0.503,"Fly Away",73,2020
"Top Charts 2020",0.748,0.544,-7.139,0.0578,0.028,0,0.355,0.501,"Krabby Step (with Tyga & Lil Mosey) - Music From ""Sponge On The Run"" Movie",71,2020
"Top Charts 2020",0.721,0.745,-3.508,0.0366,0.151,1.24e-06,0.372,0.699,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",85,2020
"Top Charts 2020",0.567,0.687,-9.041,0.125,0.36,0.00293,0.394,0.396,"Crystal Dolphin",68,2017
"Top Charts 2020",0.707,0.689,-7.097,0.0387,0.0255,0,0.383,0.41,"Lil Bit",70,2020
"Top Charts 2020",0.399,0.492,-10.777,0.0538,0.058,0.00101,0.11,0.159,"Put Your Records On",64,2020
"Top Charts 2020",0.333,0.637,-4.904,0.0581,0.131,1.8e-05,0.149,0.132,"Wonder",92,2020
"Top Charts 2020",0.799,0.419,-7.99,0.174,0.412,0,0.203,0.716,"Lean On Me",67,2020
"Top Charts 2020",0.665,0.674,-5.188,0.161,0.00386,0,0.0734,0.702,"Bet You Wanna (feat. Cardi B)",82,2020
"Top Charts 2020",0.758,0.598,-5.695,0.0868,0.16,0,0.295,0.658,"Savage Love (Laxed – Siren Beat) [BTS Remix]",86,2020
"Top Charts 2020",0.602,0.636,-6.584,0.0563,0.179,0,0.162,0.547,"Dream On Me",65,2020
"Top Charts 2020",0.88,0.501,-6.774,0.062,0.0494,0.0695,0.394,0.459,"Upside Down",79,2020
"Top Charts 2020",0.57,0.952,-5.365,0.0855,0.017,0.579,0.0907,0.529,"Tasty Jam",48,2020
"Top Charts 2020",0.722,0.59,-7.512,0.0435,0.0264,0,0.0793,0.368,"Hold On Tight",60,2020
"Top Charts 2020",0.819,0.655,-7.171,0.0487,0.00934,0.00016,0.292,0.681,"Coast - Spotify Studio Oyster Recording",56,2020
